Config,Filename,Model,Name,Species,Citations
0,"['pair_style eam/alloy\n', 'pair_coeff * * Cu01.eam.alloy Cu']","['eam/Cu01.eam.alloy']",EAM,2001--Mishin-Y--Cu-1--LAMMPS--ipr1,['Cu'],{}
